useParallel,fileNum,deviceNum,sensorNum,ptNum,dataType,encoding,deviceSelectRatio,sensorSelectRatio,timeSelectRatio,queryNum,writeTime,readTime
true,8,100,1000,1000,DOUBLE,PLAIN,0.1,0.1,0.1,10,120390,8090
true,9,100,1000,1000,DOUBLE,PLAIN,0.1,0.1,0.1,10,107180,8040
true,10,100,1000,1000,DOUBLE,PLAIN,0.1,0.1,0.1,10,123965,8511
true,11,100,1000,1000,DOUBLE,PLAIN,0.1,0.1,0.1,10,145490,8120
true,12,100,1000,1000,DOUBLE,PLAIN,0.1,0.1,0.1,10,157600,38341
true,1,100,1000,1000,DOUBLE,PLAIN,0.1,0.1,0.1,10,234651,15270
true,2,100,1000,1000,DOUBLE,PLAIN,0.1,0.1,0.1,10,85240,6920
true,3,100,1000,1000,DOUBLE,PLAIN,0.1,0.1,0.1,10,71890,6820
true,4,100,1000,1000,DOUBLE,PLAIN,0.1,0.1,0.1,10,64790,6620
true,5,100,1000,1000,DOUBLE,PLAIN,0.1,0.1,0.1,10,66460,7550
true,6,100,1000,1000,DOUBLE,PLAIN,0.1,0.1,0.1,10,81050,8240
true,7,100,1000,1000,DOUBLE,PLAIN,0.1,0.1,0.1,10,79300,8100
true,8,100,1000,1000,DOUBLE,PLAIN,0.1,0.1,0.1,10,115760,8040
true,9,100,1000,1000,DOUBLE,PLAIN,0.1,0.1,0.1,10,119900,8130
true,10,100,1000,1000,DOUBLE,PLAIN,0.1,0.1,0.1,10,127060,11310
true,11,100,1000,1000,DOUBLE,PLAIN,0.1,0.1,0.1,10,120260,8650
true,12,100,1000,1000,DOUBLE,PLAIN,0.1,0.1,0.1,10,130430,8460
true,12,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,150810,16440
true,12,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,146640,16160
true,12,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,144800,16360
true,12,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,141990,16360
true,12,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,139910,16130
true,12,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,138000,16230
true,12,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,134850,16290
true,12,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,133370,16020
true,12,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,130640,19330
true,12,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,129760,16480
true,12,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,135243,16600
true,12,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,132690,16650
true,12,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,130080,17630
false,1,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,306320,24370
false,1,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,305450,18120
true,1,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,259360,23560
true,2,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,86340,28880
true,3,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,73060,35190
true,4,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,76020,67720
true,5,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,70480,59630
true,6,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,85455,16200
true,7,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,121930,16090
true,8,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,104040,95160
true,9,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,136440,16080
true,10,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,134160,16140
true,11,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,135090,16070
true,12,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,156610,15930
true,1,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,255581,17420
true,2,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,84270,10190
true,3,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,71880,11620
true,4,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,64590,13210
true,5,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,66060,15600
true,6,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,79660,15970
true,7,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,92220,16170
true,8,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,81670,16260
true,9,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,113130,16320
true,10,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,126710,19240
true,11,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,131820,16690
true,12,100,1000,1000,DOUBLE,GORILLA,0.1,0.1,0.1,10,131850,16620
